term,DNP_mean,DP_mean,DNP_vs_DP,ttest_statistics,ttest_pvalues,ttest_fdr,ranksums_statistics,ranksums_pvalues,ranksums_fdr,DNP_percentage,DP_percentage
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,-0.21227613293767383,-0.24375958198149,0.03148344904381617,2.152902396036665,0.0347965203479652,0.05017694106877972,2.0205837326598606,0.04332287429539861,0.06090238233235057,1.0,1.0
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,-0.006518006040361844,-0.04568124325580267,0.03916323721544082,3.50050197287152,0.0008999100089991,0.002369410117811748,3.099138562931002,0.0019408422655835009,0.004496485497283514,1.0,1.0
REACTOME_DISEASE,0.10448838997019502,0.11838110068521081,-0.013892710715015785,-2.452231920568363,0.016698330166983303,0.02676995910724114,-1.8704052119891952,0.061427568753867894,0.08202559598517682,1.0,1.0
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE,-0.18152648401961763,-0.047341435472710226,-0.1341850485469074,-3.53253940783587,0.0004999500049995,0.001562692892721901,-3.399495604272333,0.0006751026499621564,0.0020417293656963594,1.0,1.0
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_,-0.19979744270356403,-0.049315164988031616,-0.1504822777155324,-3.3423253350849422,0.000999900009999,0.002542927525429275,-3.181054119660456,0.0014674021408538787,0.003616790739241168,1.0,1.0
REACTOME_COMPLEMENT_CASCADE,0.08451841723944768,0.09859575716666545,-0.014077339927217769,-2.460759004655069,0.0188981101889811,0.0299108702991087,-2.4711192946718565,0.013469087899621533,0.022395110489861064,1.0,1.0
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,-0.2648981430248958,-0.27100987772927887,0.006111734704383087,0.4077876391862096,0.6819318068193181,0.7178567185614458,0.1638311134589076,0.8698640976012694,0.8840853090061948,1.0,1.0
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.13465059395506213,0.1508334726898116,-0.016182878734749467,-2.3662979347566693,0.021497850214978503,0.0334577112525187,-2.593992629766037,0.009486852057163342,0.016535494473466944,1.0,1.0
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,-0.07689156038183784,-0.0636628013258692,-0.013228759055968639,-1.504517483277525,0.1336866313368663,0.17135777831151594,-1.856752619200953,0.06334635748334658,0.08418595489770168,1.0,1.0
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.12893397945019072,0.1568832385171444,-0.02794925906695367,-3.1625211657302934,0.0031996800319968005,0.006337065408503397,-2.9762652278368216,0.002917823937737403,0.006137302605879988,1.0,1.0
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,-0.19979744270356403,-0.049315164988031616,-0.1504822777155324,-3.3423253350849422,0.000999900009999,0.002542927525429275,-3.181054119660456,0.0014674021408538787,0.003616790739241168,1.0,1.0
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,-0.19979744270356403,-0.049315164988031616,-0.1504822777155324,-3.3423253350849422,0.000999900009999,0.002542927525429275,-3.181054119660456,0.0014674021408538787,0.003616790739241168,1.0,1.0
REACTOME_INNATE_IMMUNE_SYSTEM,0.05679803230305933,0.07476937356836995,-0.017971341265310616,-2.540020753604549,0.014898510148985102,0.024196564378395253,-2.416508923518887,0.01567014213221172,0.02533943503749265,1.0,1.0
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,0.07449916568148161,0.13193010722252893,-0.05743094154104732,-2.8445478039320844,0.004899510048995101,0.009077072425207812,-3.0308755989897906,0.002438456915749279,0.00537132537150284,1.0,1.0
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,0.08822108822314537,0.07701043106565258,0.011210657157492782,1.0952108503069342,0.2696730326967303,0.31934438691437406,0.955681495176961,0.339233174306522,0.390536956840533,1.0,1.0
REACTOME_ACTIVATION_OF_C3_AND_C5,0.15350212603158678,0.11113004324193346,0.04237208278965332,2.5366888343343077,0.014198580141985802,0.023194468874280456,1.4608274283419262,0.14406280658149997,0.17852301280697505,1.0,1.0
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.19858980764735557,0.1598164339049967,0.03877337374235887,3.612988398433065,0.0005999400059994001,0.001752827328233234,3.0308755989897906,0.002438456915749279,0.00537132537150284,1.0,1.0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.13054733736943355,0.07150783986857262,0.05903949750086093,3.9977798218355147,0.00029997000299970003,0.0011417225624376338,3.6042844960959672,0.00031301404366165694,0.0012554219170515918,1.0,1.0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.10178488866696994,0.15043045828383267,-0.04864556961686273,-4.1605078464781755,0.00039996000399960006,0.0013480579652878086,-3.9865570941667516,6.703900133288524e-05,0.0007308823803766796,1.0,1.0
REACTOME_MEMBRANE_TRAFFICKING,0.06540764198105321,0.048327290322861656,0.017080351658191557,2.171615454556092,0.031996800319968,0.04668112067541616,2.402856330730645,0.01626757715240487,0.02611681324754813,1.0,1.0
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.18047154516006553,0.21152182346730708,-0.031050278307241552,-3.991866484378906,0.0004999500049995,0.001562692892721901,-3.8773363518608135,0.00010560631461232737,0.0007308823803766796,1.0,1.0
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.1883611537810546,0.23365122881217168,-0.045290075031117066,-3.9119060280381217,0.0005999400059994001,0.001752827328233234,-3.863683759072571,0.00011168980075461322,0.0007308823803766796,1.0,1.0
REACTOME_FCGR_ACTIVATION,0.1883611537810546,0.23365122881217168,-0.045290075031117066,-3.9119060280381217,0.0005999400059994001,0.001752827328233234,-3.863683759072571,0.00011168980075461322,0.0007308823803766796,1.0,1.0
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,0.1883611537810546,0.23365122881217168,-0.045290075031117066,-3.9119060280381217,0.0005999400059994001,0.001752827328233234,-3.863683759072571,0.00011168980075461322,0.0007308823803766796,1.0,1.0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,0.1315540054407842,0.11584872292068024,0.015705282520103947,1.651095533061774,0.100989901009899,0.13310683065969023,1.8157948408362259,0.0694018490014779,0.09168910157338107,1.0,1.0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.052118881808706,0.04765329813779625,0.0044655836709097466,0.4132897981099273,0.6634336566343366,0.7011769134113921,1.5700481706478646,0.11640390503780833,0.14635502217675,1.0,1.0
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.25388579338581113,0.27016272418111,-0.01627693079529885,-2.2016284235301278,0.032096790320967905,0.046766026522347764,-1.5290903922831376,0.12624203681782475,0.1576616508919039,1.0,1.0
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.22980978460760812,0.24692825474291422,-0.017118470135306096,-2.4284898422822727,0.019098090190980903,0.030142119779559422,-2.0751941038128296,0.037968548875413274,0.05426156601735307,1.0,1.0
REACTOME_VISUAL_PHOTOTRANSDUCTION,0.18448841700430837,0.1183931571404287,0.06609525986387968,4.3461613355233455,9.999000099990002e-05,0.0007935376675098448,3.9865570941667516,6.703900133288524e-05,0.0007308823803766796,1.0,1.0
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.13559707609024246,0.1990473026338007,-0.06345022654355822,-4.3184842448301595,0.00019998000199980003,0.0008915443117042878,-4.027514872531478,5.6369502781796315e-05,0.0007308823803766796,1.0,1.0
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,0.14988041054380877,0.20866307098791484,-0.05878266044410607,-4.180495888939556,0.00019998000199980003,0.0008915443117042878,-4.027514872531478,5.6369502781796315e-05,0.0007308823803766796,1.0,1.0
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,-0.24165604397913407,-0.26547934379756394,0.02382329981842987,1.2275031307537438,0.22947705229477053,0.2783309777130395,1.0375970519064148,0.29945769101049546,0.34832968424193805,1.0,1.0
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,0.13559707609024246,0.1990473026338007,-0.06345022654355822,-4.3184842448301595,0.00019998000199980003,0.0008915443117042878,-4.027514872531478,5.6369502781796315e-05,0.0007308823803766796,1.0,1.0
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.14988041054380877,0.20866307098791484,-0.05878266044410607,-4.180495888939556,0.00019998000199980003,0.0008915443117042878,-4.027514872531478,5.6369502781796315e-05,0.0007308823803766796,1.0,1.0
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.14988041054380877,0.20866307098791484,-0.05878266044410607,-4.180495888939556,0.00019998000199980003,0.0008915443117042878,-4.027514872531478,5.6369502781796315e-05,0.0007308823803766796,1.0,1.0
REACTOME_PEPTIDE_HORMONE_METABOLISM,-0.0987727893997962,-0.13430777640997235,0.035534987010176156,2.6514716207977034,0.0096990300969903,0.016671604728928025,2.7032133720719753,0.006867264731387631,0.012701602040368196,1.0,1.0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,0.06161506757243519,0.0293744129281201,0.032240654644315095,2.8128517792542036,0.005699430056994301,0.010370182493945727,2.90800226389561,0.003637457043249558,0.007373758027891767,1.0,1.0
REACTOME_ECM_PROTEOGLYCANS,0.027764167745292678,0.001161242307883167,0.02660292543740951,2.543618292811062,0.0124987501249875,0.020968667750916062,2.9762652278368216,0.002917823937737403,0.006137302605879988,1.0,1.0
REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS,0.1576436072246083,0.1975060938337605,-0.0398624866091522,-1.8268858398436256,0.0690930906909309,0.09533313006553845,-1.6929215057420453,0.09047040920831362,0.115566652858565,1.0,1.0
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.12644885503839726,0.09503448023334919,0.031414374805048065,3.028910471193707,0.004899510048995101,0.009077072425207812,2.3755511451541604,0.017522763799244227,0.027578020662945554,1.0,1.0
REACTOME_INTEGRIN_SIGNALING,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
REACTOME_SIGNALING_BY_GPCR,0.16859084731349697,0.12598891611214127,0.04260193120135569,4.16549549309168,0.00019998000199980003,0.0008915443117042878,3.727157831190148,0.0001936511992209839,0.0009504197014398289,1.0,1.0
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_,0.1251150011041083,0.1281561237898393,-0.003041122685730979,-0.2821693283634014,0.7791220877912208,0.7991178883944786,0.3276622269178152,0.7431670665555352,0.7700036550700406,1.0,1.0
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.1251150011041083,0.1281561237898393,-0.003041122685730979,-0.2821693283634014,0.7791220877912208,0.7991178883944786,0.3276622269178152,0.7431670665555352,0.7700036550700406,1.0,1.0
REACTOME_DISEASES_OF_GLYCOSYLATION,-0.10347667848492853,-0.10683742079049355,0.0033607423055650176,0.13193344842771423,0.8946105389461054,0.899433237269265,-0.10922074230593841,0.9130274087458854,0.9237591956479618,1.0,1.0
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS_,0.15123958875442295,0.11960338248910786,0.03163620626531509,3.8585844344877676,0.0004999500049995,0.001562692892721901,3.495063753790029,0.0004739485312465126,0.0015784178763834753,1.0,1.0
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,0.18159551933416468,0.13506955290498668,0.046525966429178,4.076046661604521,0.00019998000199980003,0.0008915443117042878,3.3448852331193635,0.0008231662485811879,0.0023558133814893844,1.0,1.0
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,0.23716648106607308,0.20942770728921692,0.027738773776856157,2.4111689292958784,0.018198180181981802,0.02888477109735835,2.675908186495491,0.007452705845780875,0.013582374334574591,1.0,1.0
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.1330006840386612,0.14115785082255988,-0.00815716678389869,-0.5941374294622812,0.565943405659434,0.6054404119817464,0.1638311134589076,0.8698640976012694,0.8840853090061948,1.0,1.0
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.15880094201192832,0.11825712133394807,0.04054382067798025,4.065441681940464,0.00029997000299970003,0.0011417225624376338,3.590631903307725,0.00032987723753810877,0.0013043555788167624,1.0,1.0
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.31010652591960053,0.2957676003721542,0.014338925547446313,2.2293685066192976,0.027997200279972004,0.04171620121609677,2.25267781005998,0.024279471054992063,0.03651710767545177,1.0,1.0
REACTOME_SIGNALING_BY_INTERLEUKINS,0.01845897592776829,0.04441350639862155,-0.025954530470853263,-2.247445324672511,0.027597240275972403,0.04123005589961699,-2.1844148461187682,0.028931778282789814,0.042542260050514855,1.0,1.0
REACTOME_GPCR_LIGAND_BINDING,0.1251150011041083,0.1281561237898393,-0.003041122685730979,-0.2821693283634014,0.7791220877912208,0.7991178883944786,0.3276622269178152,0.7431670665555352,0.7700036550700406,1.0,1.0
REACTOME_METABOLISM_OF_LIPIDS,0.2031334442506104,0.1725389803494011,0.03059446390120929,2.944491543101404,0.0053994600539946005,0.009872542157548951,3.2493170836016674,0.0011568245026899145,0.0030602520532151643,1.0,1.0
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.1750216444950352,0.15236901311145074,0.022652631383584476,1.700189463186166,0.09199080091990801,0.12327869009506236,1.638311134589076,0.10135680612674962,0.12844650742449923,1.0,1.0
REACTOME_VESICLE_MEDIATED_TRANSPORT,0.21762347969732806,0.23235565392338292,-0.014732174226054856,-2.3490242839352935,0.022797720227977204,0.035235702949042116,-2.0205837326598606,0.04332287429539861,0.06090238233235057,1.0,1.0
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
REACTOME_INFECTIOUS_DISEASE,0.16094081525724405,0.203224339546562,-0.04228352428931795,-3.937622210004396,0.0005999400059994001,0.001752827328233234,-3.850031166284329,0.00011810279570042295,0.0007508922067543936,1.0,1.0
REACTOME_DISEASES_OF_METABOLISM,-0.14553585435470182,-0.1571845472881542,0.011648692933452387,0.5591907126251652,0.5672432756724327,0.6062514092430298,0.3140096341295729,0.7535137216139831,0.7800017155282581,1.0,1.0
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.20197066446038758,0.20725922125855456,-0.005288556798166977,-0.294657943826604,0.7476252374762524,0.7717644287231794,0.587061489894419,0.5571624101664562,0.6029639622594434,1.0,1.0
