,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
37,GO:BP,GO:0050818,regulation of coagulation,5.2513975340225136e-23,True,"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]",73,225,22,21010,0.09777777777777778,0.3013698630136986,query_1,"['GO:0050817', 'GO:0051239']","['FGG', 'VTN', 'FGB', 'FGA', 'APOH', 'F2', 'SERPING1', 'KNG1', 'APOE', 'PLG', 'SERPINC1', 'SERPINF2', 'HRG', 'PROS1', 'CPB2', 'KLKB1', 'KRT1', 'F12', 'F11', 'PRDX2', 'PROC', 'GP1BA']","[['IDA'], ['NAS', 'IC'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IEA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IMP', 'IBA', 'TAS'], ['IDA', 'TAS']]"
38,REAC,REAC:R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3.6337412179404577e-22,True,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),124,174,28,10835,0.16091954022988506,0.22580645161290322,query_1,['REAC:R-HSA-392499'],"['ALB', 'FGG', 'APOA1', 'SERPINA1', 'RCN1', 'TF', 'FGA', 'C4A', 'C3', 'F2', 'APOA2', 'AHSG', 'KNG1', 'APOE', 'PLG', 'FN1', 'ITIH2', 'CP', 'APOB', 'SERPINC1', 'SERPIND1', 'APOL1', 'IGFALS', 'CST3', 'SERPINA10', 'PROC', 'F5', 'QSOX1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
39,GO:BP,GO:0002253,activation of immune response,5.887350437387929e-22,True,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",507,225,42,21010,0.18666666666666668,0.08284023668639054,query_1,"['GO:0002376', 'GO:0050778']","['IGHG4', 'IGHA1', 'IGHM', 'IGHA2', 'IGHG2', 'CD5L', 'IGHG1', 'C4B', 'A2M', 'C4A', 'C3', 'CFH', 'C1QC', 'SERPING1', 'CFB', 'C9', 'PRKDC', 'C4BPA', 'CLU', 'LBP', 'C1QA', 'CFHR3', 'C1R', 'C8A', 'C8B', 'C7', 'C2', 'C5', 'C1S', 'FCN3', 'KRT1', 'C6', 'C8G', 'GPLD1', 'CFI', 'MASP2', 'MBL2', 'C4BPB', 'MASP1', 'C1RL', 'CFD', 'CD14']","[['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['IEA'], ['NAS'], ['IGI', 'IBA', 'IEA'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IDA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IBA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IPI'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA']]"
40,GO:BP,GO:0061045,negative regulation of wound healing,8.264594838689921e-22,True,"""Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph]",70,225,21,21010,0.09333333333333334,0.3,query_1,"['GO:0032102', 'GO:0042060', 'GO:0061041', 'GO:1903035']","['FGG', 'VTN', 'FGB', 'APCS', 'FGA', 'APOH', 'F2', 'SERPING1', 'KNG1', 'APOE', 'PLG', 'SERPINF2', 'HRG', 'PROS1', 'CPB2', 'KLKB1', 'KRT1', 'F12', 'F11', 'PROC', 'GP1BA']","[['IDA'], ['NAS', 'IC'], ['IDA'], ['IC'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'TAS'], ['IEA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'IEA'], ['IDA'], ['IBA', 'TAS'], ['IDA']]"
41,REAC,REAC:R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,9.31941394802244e-22,True,Intrinsic Pathway of Fibrin Clot Formation,23,174,16,10835,0.09195402298850575,0.6956521739130435,query_1,['REAC:R-HSA-140877'],"['A2M', 'F2', 'SERPING1', 'KNG1', 'SERPINC1', 'F10', 'SERPIND1', 'PROS1', 'F9', 'KLKB1', 'VWF', 'SERPINA5', 'F12', 'F11', 'PROC', 'GP1BA']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
42,REAC,REAC:R-HSA-76002,"Platelet activation, signaling and aggregation",1.957483885673123e-21,True,"Platelet activation, signaling and aggregation",258,174,36,10835,0.20689655172413793,0.13953488372093023,query_1,['REAC:R-HSA-109582'],"['ALB', 'ORM1', 'FGG', 'APOA1', 'SERPINA1', 'A2M', 'TF', 'FGB', 'ORM2', 'FGA', 'APOH', 'F2', 'AHSG', 'SERPING1', 'A1BG', 'KNG1', 'SERPINA3', 'PLG', 'ITIH4', 'FN1', 'CLU', 'SERPINF2', 'HRG', 'PROS1', 'ITIH3', 'SELENOP', 'LGALS3BP', 'ECM1', 'VWF', 'CLEC3B', 'SERPINA4', 'F13A1', 'F5', 'CFD', 'GP1BA', 'QSOX1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
43,GO:BP,GO:0050776,regulation of immune response,3.6232503212113835e-21,True,"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",875,225,52,21010,0.2311111111111111,0.05942857142857143,query_1,"['GO:0002682', 'GO:0006955', 'GO:0048583']","['IGHG4', 'IGHA1', 'IGHM', 'IGHA2', 'IGHG2', 'CD5L', 'IGHG1', 'HPX', 'C4B', 'A2M', 'C4A', 'C3', 'CFH', 'C1QC', 'SERPING1', 'CFB', 'APOE', 'AMBP', 'C9', 'PRKDC', 'MAP2K7', 'C4BPA', 'CLU', 'LBP', 'C1QA', 'HRG', 'CFHR3', 'C1R', 'C8A', 'FCGR3A', 'C8B', 'C7', 'C2', 'C5', 'C1S', 'FCN3', 'KRT1', 'ECM1', 'C6', 'C8G', 'GPLD1', 'CFI', 'PGLYRP2', 'MASP2', 'MBL2', 'C4BPB', 'MASP1', 'B2M', 'C1RL', 'CFD', 'CD14', 'TFRC']","[['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['IEA'], ['NAS'], ['IEA'], ['IGI', 'IBA', 'IEA'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IEA'], ['NAS'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['TAS'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IDA'], ['IBA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IPI'], ['IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['NAS', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA']]"
44,GO:BP,GO:0002252,immune effector process,3.924602732877282e-21,True,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",628,225,45,21010,0.2,0.07165605095541401,query_1,['GO:0002376'],"['APOA1', 'CD5L', 'IGHG1', 'HPX', 'C4B', 'A2M', 'C4A', 'C3', 'CFH', 'RBP4', 'F2', 'APOA2', 'C1QC', 'SERPING1', 'CFB', 'C9', 'C4BPA', 'CLU', 'LBP', 'C1QA', 'CFHR3', 'C1R', 'C8A', 'FCGR3A', 'C8B', 'C7', 'C2', 'C5', 'C1S', 'FCN3', 'KRT1', 'C6', 'C8G', 'CFI', 'PGLYRP2', 'MASP2', 'MBL2', 'C4BPB', 'PRDX2', 'MASP1', 'B2M', 'C1RL', 'CFD', 'LCP1', 'TFRC']","[['IDA'], ['IEA'], ['IDA'], ['IEA'], ['IGI', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['ISS'], ['IDA'], ['IDA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'TAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IBA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IPI'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA'], ['IDA']]"
45,REAC,REAC:R-HSA-2029481,FCGR activation,5.447198189320644e-21,True,FCGR activation,67,174,22,10835,0.12643678160919541,0.3283582089552239,query_1,['REAC:R-HSA-2029480'],"['IGKV3D-20', 'IGHG4', 'IGHG2', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'IGHG1', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'IGHV1-69', 'IGLV1-40', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'FCGR3A']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
46,KEGG,KEGG:05150,Staphylococcus aureus infection,1.2938789778953019e-20,True,Staphylococcus aureus infection,87,112,22,8161,0.19642857142857142,0.25287356321839083,query_1,['KEGG:00000'],"['FGG', 'C4B', 'C4A', 'C3', 'CFH', 'C1QC', 'CFB', 'PLG', 'C1QA', 'C1QB', 'C1R', 'FCGR3A', 'C2', 'C5', 'C1S', 'CFI', 'KRT10', 'MASP2', 'KRT9', 'MBL2', 'MASP1', 'CFD']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
47,GO:BP,GO:0050778,positive regulation of immune response,3.938270455310659e-20,True,"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",699,225,46,21010,0.20444444444444446,0.06580829756795423,query_1,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']","['IGHG4', 'IGHA1', 'IGHM', 'IGHA2', 'IGHG2', 'CD5L', 'IGHG1', 'HPX', 'C4B', 'A2M', 'C4A', 'C3', 'CFH', 'C1QC', 'SERPING1', 'CFB', 'C9', 'PRKDC', 'C4BPA', 'CLU', 'LBP', 'C1QA', 'HRG', 'CFHR3', 'C1R', 'C8A', 'C8B', 'C7', 'C2', 'C5', 'C1S', 'FCN3', 'KRT1', 'C6', 'C8G', 'GPLD1', 'CFI', 'MASP2', 'MBL2', 'C4BPB', 'MASP1', 'B2M', 'C1RL', 'CFD', 'CD14', 'TFRC']","[['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['IEA'], ['NAS'], ['IEA'], ['IGI', 'IBA', 'IEA'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IBA', 'NAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IDA'], ['IBA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IPI'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['NAS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA']]"
48,GO:BP,GO:0002526,acute inflammatory response,5.172966133906966e-20,True,"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",111,225,23,21010,0.10222222222222223,0.2072072072072072,query_1,['GO:0006954'],"['HP', 'SAA1', 'ORM1', 'IGHG1', 'SERPINA1', 'A2M', 'ORM2', 'APCS', 'C3', 'F2', 'AHSG', 'HPR', 'SAA4', 'SERPINA3', 'ITIH4', 'FN1', 'SERPINF2', 'LBP', 'FCGR3A', 'KLKB1', 'F12', 'MBL2', 'TFRC']","[['IBA', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['TAS', 'IC'], ['IEA'], ['IEA'], ['IDA'], ['IBA'], ['IEA'], ['IEA'], ['IEP', 'IEA'], ['IEA'], ['IEA'], ['IEP', 'ISS', 'IBA', 'IEA'], ['IDA'], ['TAS'], ['IDA'], ['TAS'], ['IEA']]"
49,REAC,REAC:R-HSA-8957275,Post-translational protein phosphorylation,5.590558376991871e-20,True,Post-translational protein phosphorylation,107,174,25,10835,0.14367816091954022,0.2336448598130841,query_1,['REAC:R-HSA-597592'],"['ALB', 'FGG', 'APOA1', 'SERPINA1', 'RCN1', 'TF', 'FGA', 'C4A', 'C3', 'APOA2', 'AHSG', 'KNG1', 'APOE', 'FN1', 'ITIH2', 'CP', 'APOB', 'SERPINC1', 'SERPIND1', 'APOL1', 'CST3', 'SERPINA10', 'PROC', 'F5', 'QSOX1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
50,REAC,REAC:R-HSA-168256,Immune System,2.425677069433665e-19,True,Immune System,2051,174,89,10835,0.5114942528735632,0.04339346660165773,query_1,['REAC:0000000'],"['IGKV3D-20', 'IGHG4', 'HP', 'SAA1', 'IGHM', 'IGHG2', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'ORM1', 'FGG', 'VTN', 'IGHG1', 'HBB', 'IGKV4-1', 'SERPINA1', 'IGHV1-2', 'C4B', 'IGLV2-11', 'IGLV1-47', 'LRG1', 'FGB', 'ORM2', 'IGKV1-5', 'FGA', 'IGLV6-57', 'C4A', 'C3', 'CFH', 'IGLV1-51', 'F2', 'AHSG', 'IGHV1-69', 'C1QC', 'SERPING1', 'A1BG', 'CFB', 'SERPINA3', 'FN1', 'C9', 'IGLV1-40', 'PRKDC', 'MAP2K7', 'APOB', 'C4BPA', 'CLU', 'IGHV1-46', 'LBP', 'IGKV1D-16', 'C1QA', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'CFHR3', 'PROS1', 'C8A', 'SELL', 'CD44', 'GSN', 'TTR', 'FCGR3A', 'C8B', 'CPB2', 'C7', 'C2', 'C5', 'C1S', 'FCN3', 'CPN2', 'KRT1', 'C6', 'C8G', 'CFI', 'PGLYRP2', 'CPN1', 'CA1', 'LYZ', 'CST3', 'MBL2', 'C4BPB', 'MASP1', 'F13A1', 'B2M', 'CFD', 'LCP1', 'CD14', 'ICAM2', 'GGH', 'QSOX1']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
51,REAC,REAC:R-HSA-202733,Cell surface interactions at the vascular wall,4.486992465087177e-19,True,Cell surface interactions at the vascular wall,190,174,30,10835,0.1724137931034483,0.15789473684210525,query_1,['REAC:R-HSA-109582'],"['IGKV3D-20', 'IGHA1', 'IGHM', 'IGHA2', 'JCHAIN', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'IGLL1', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'F2', 'IGHV1-69', 'FN1', 'IGLV1-40', 'APOB', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'PROS1', 'SELL', 'CD44', 'PROC']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
52,GO:BP,GO:1903035,negative regulation of response to wounding,4.998387874040882e-19,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",92,225,21,21010,0.09333333333333334,0.22826086956521738,query_1,"['GO:0009611', 'GO:0048585', 'GO:1903034']","['FGG', 'VTN', 'FGB', 'APCS', 'FGA', 'APOH', 'F2', 'SERPING1', 'KNG1', 'APOE', 'PLG', 'SERPINF2', 'HRG', 'PROS1', 'CPB2', 'KLKB1', 'KRT1', 'F12', 'F11', 'PROC', 'GP1BA']","[['IDA'], ['NAS', 'IC'], ['IDA'], ['IC'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'TAS'], ['IEA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['NAS'], ['IDA', 'IEA'], ['IDA'], ['IBA', 'TAS'], ['IDA']]"
53,GO:BP,GO:0009605,response to external stimulus,6.000011114896853e-19,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2686,225,86,21010,0.38222222222222224,0.03201787043931496,query_1,['GO:0050896'],"['CEP250', 'IGHA1', 'HP', 'SAA1', 'ALB', 'IGHM', 'IGHA2', 'JCHAIN', 'IGKV3-20', 'FGG', 'APOA1', 'VTN', 'HPX', 'C4B', 'A2M', 'TF', 'LRG1', 'FGB', 'APCS', 'FGA', 'C4A', 'C3', 'APOH', 'CFH', 'F2', 'AHSG', 'C1QC', 'SERPING1', 'KNG1', 'CFB', 'APOA4', 'APOE', 'PLG', 'C9', 'PRKDC', 'MAP2K7', 'APOB', 'C4BPA', 'SERPINC1', 'CLU', 'SERPINF2', 'LBP', 'C1QA', 'HRG', 'AGT', 'SERPIND1', 'PROS1', 'C1R', 'C8A', 'GSN', 'SHROOM3', 'FCGR3A', 'C8B', 'CPB2', 'C7', 'C2', 'C5', 'C1S', 'KLKB1', 'FCN3', 'APOL1', 'KRT1', 'C6', 'C8G', 'CFI', 'PGLYRP2', 'ADARB1', 'LYZ', 'MASP2', 'F12', 'F11', 'BCHE', 'MBL2', 'C4BPB', 'PRDX2', 'MASP1', 'B2M', 'CDH5', 'C1RL', 'ADIPOQ', 'PROC', 'F5', 'CFD', 'CD14', 'TFRC', 'GP1BA']","[['ISS'], ['IDA'], ['IEA'], ['IDA', 'NAS'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['NAS', 'IC'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IC'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IGI', 'IC', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEP'], ['IDA', 'IEA'], ['IEA'], ['IEP', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IC', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['TAS'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['ISS'], ['IDA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IDA'], ['IPI', 'NAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IGI'], ['IEA'], ['ISS', 'NAS', 'IEA'], ['IMP', 'IBA', 'TAS'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IDA', 'TAS']]"
54,REAC,REAC:R-HSA-2029485,Role of phospholipids in phagocytosis,6.175218299405177e-19,True,Role of phospholipids in phagocytosis,81,174,22,10835,0.12643678160919541,0.2716049382716049,query_1,['REAC:R-HSA-2029480'],"['IGKV3D-20', 'IGHG4', 'IGHG2', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'IGHG1', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'IGHV1-69', 'IGLV1-40', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'FCGR3A']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
